ts_code,name,market,publisher,category,base_date,base_point,list_date
000949.CSI,中证农业,CSI,中证公司,主题指数,20041231,1000,20091028
000949.SH,中证农业(SH),SSE,中证公司,主题指数,20041231,1000,20091028
000950.CSI,300基建,CSI,中证公司,主题指数,20041231,1000,20091028
000951.CSI,300银行,CSI,中证公司,二级行业指数,20041231,1000,20091028
000952.CSI,300地产,CSI,中证公司,二级行业指数,20041231,1000,20091028
000953.CSI,中证地企,CSI,中证公司,主题指数,20090630,1000,20100209
000953.SH,中证地企(SH),SSE,中证公司,主题指数,20090630,1000,20100209
000954.CSI,地企100,CSI,中证公司,主题指数,20090630,1000,20100209
000954.SH,地企100(SH),SSE,中证公司,主题指数,20090630,1000,20100209
000955.CSI,中证国企,CSI,中证公司,主题指数,20090630,1000,20100209
000955.SH,中证国企(SH),SSE,中证公司,主题指数,20090630,1000,20100209
000956.CSI,国企200,CSI,中证公司,主题指数,20090630,1000,20100209
000956.SH,国企200(SH),SSE,中证公司,主题指数,20090630,1000,20100209
000957.CSI,300运输,CSI,中证公司,二级行业指数,20041231,1000,20100317
000958.SH,创业成长,SSE,中证公司,主题指数,20091231,1000,20100324
000959.CSI,银河99,CSI,中证公司,主题指数,20041231,1000,20100209
000960.CSI,中证龙头,CSI,中证公司,主题指数,20041231,1000,20100209
000960.SH,中证龙头(SH),SSE,中证公司,主题指数,20041231,1000,20100209
000961.CSI,中证上游,CSI,中证公司,主题指数,20041231,1000,20100416
000962.CSI,中证中游,CSI,中证公司,主题指数,20041231,1000,20100416
000962.SH,中证中游(SH),SSE,中证公司,主题指数,20041231,1000,20100416
000963.CSI,中证下游,CSI,中证公司,主题指数,20041231,1000,20100416
000964.CSI,中证新兴,CSI,中证公司,主题指数,20041231,1000,20100430
000965.CSI,基本200,CSI,中证公司,策略指数,20041231,1000,20100602
000965.SH,基本200(SH),SSE,中证公司,策略指数,20041231,1000,20100602
000966.SH,基本400,SSE,中证公司,策略指数,20041231,1000,20100602
000967.CSI,基本600,CSI,中证公司,策略指数,20041231,1000,20100602
000967.SH,基本600(SH),SSE,中证公司,策略指数,20041231,1000,20100602
000968.CSI,300周期,CSI,中证公司,主题指数,20041231,1000,20100528
000968.SH,300周期(SH),SSE,中证公司,主题指数,20041231,1000,20100528
000969.CSI,300非周,CSI,中证公司,主题指数,20041231,1000,20100528
000970.CSI,ESG40,CSI,中证公司,主题指数,20100630,1000,20100917
000970.SH,ESG40(SH),SSE,中证公司,主题指数,20100630,1000,20100917
000971.SH,等权90,SSE,中证公司,策略指数,20031231,1000,20101202
000972.CSI,300沪市,CSI,中证公司,主题指数,20041231,1000,20101202
000972.SH,300沪市(SH),SSE,中证公司,主题指数,20041231,1000,20101202
000973.SH,技术领先,SSE,中证公司,主题指数,20031231,1000,20110104
000974.SH,中证800金融,SSE,中证公司,主题指数,20041231,1000,20130509
000975.CSI,钱江30,CSI,中证公司,主题指数,20091231,1000,20140102
000976.SH,新华金牛,SSE,中证公司,主题指数,20041231,1000,20140218
000977.CSI,内地低碳,CSI,中证公司,主题指数,20100630,1000,20110121
000978.CSI,医药100,CSI,中证公司,主题指数,20041231,1000,20110318
000979.CSI,大宗商品,CSI,中证公司,主题指数,20041231,1000,20110822
000980.CSI,中证超大,CSI,中证公司,规模指数,20041231,1000,20110510
000980.SH,中证超大(SH),SSE,中证公司,规模指数,20041231,1000,20110510
000981.CSI,300分层,CSI,中证公司,策略指数,20041231,1000,20110613
000981.SH,300分层(SH),SSE,中证公司,策略指数,20041231,1000,20110613
000982.SH,500等权,SSE,中证公司,策略指数,20041231,1000,20110613
000983.CSI,智能资产,CSI,中证公司,主题指数,20060630,1000,20110617
000984.SH,300等权,SSE,中证公司,策略指数,20041231,1000,20110802
000985.CSI,中证全指,CSI,中证公司,规模指数,20041231,1000,20110802
000985.SH,中证全指(SH),SSE,中证公司,规模指数,20041231,1000,20110802
000986.SH,全指能源,SSE,中证公司,一级行业指数,20041231,1000,20110802
000987.SH,全指材料,SSE,中证公司,一级行业指数,20041231,1000,20110802
000988.CSI,全指工业,CSI,中证公司,一级行业指数,20041231,1000,20110802
000988.SH,全指工业(SH),SSE,中证公司,一级行业指数,20041231,1000,20110802
000989.SH,全指可选,SSE,中证公司,一级行业指数,20041231,1000,20110802
000990.SH,全指消费,SSE,中证公司,一级行业指数,20041231,1000,20110802
000991.SH,全指医药,SSE,中证公司,一级行业指数,20041231,1000,20110802
000992.SH,全指金融,SSE,中证公司,一级行业指数,20041231,1000,20110802
000993.SH,全指信息,SSE,中证公司,一级行业指数,20041231,1000,20110802
000994.CSI,全指电信,CSI,中证公司,一级行业指数,20041231,1000,20110802
000994.SH,全指电信(SH),SSE,中证公司,一级行业指数,20041231,1000,20110802
000995.CSI,全指公用,CSI,中证公司,一级行业指数,20041231,1000,20110802
000995.SH,全指公用(SH),SSE,中证公司,一级行业指数,20041231,1000,20110802
000996.SH,领先行业,SSE,中证公司,主题指数,20041231,1000,20110802
000997.SH,大消费,SSE,中证公司,主题指数,20041231,1000,20111111
000998.SH,中证TMT,SSE,中证公司,主题指数,20110630,1000,20111108
000999.SH,两岸三地,SSE,中证公司,规模指数,20041231,1000,20100118
029.IB,银行间国债指数(旧),OTH,全国银行间拆借中心,债券指数,20020610,1000,
031.BOC,银行间综合指数(中行),OTH,中国银行,债券指数,20020531,100,
032.BOC,银行间国债指数(中行),OTH,中国银行,债券指数,20020531,100,
0321.BOC,国债全价指数(中行),OTH,中国银行,债券指数,20141231,100,20151020
0322.BOC,国债净价指数(中行),OTH,中国银行,债券指数,20141231,100,20151020
033.BOC,金融债指数(中行),OTH,中国银行,债券指数,20020531,100,
0331.BOC,金融债全价指数(中行),OTH,中国银行,债券指数,20141231,100,20151020
0332.BOC,金融债净价指数(中行),OTH,中国银行,债券指数,20141231,100,20151020
100000.CIC,中金综合,CICC,中金公司,其他,,,
100101.CIC,中金能源,CICC,中金公司,其他,,,
100110.CIC,中金石油天然气,CICC,中金公司,其他,,,
100120.CIC,中金煤炭,CICC,中金公司,其他,,,
100201.CIC,中金基础材料,CICC,中金公司,其他,,,
100210.CIC,中金化工,CICC,中金公司,其他,,,
100211.CIC,中金化肥与农用药剂,CICC,中金公司,其他,,,
100220.CIC,中金钢铁,CICC,中金公司,其他,,,
100230.CIC,中金有色金属,CICC,中金公司,其他,,,
100240.CIC,中金建材,CICC,中金公司,其他,,,
100241.CIC,中金水泥,CICC,中金公司,其他,,,
100250.CIC,中金林业与造纸包装,CICC,中金公司,其他,,,
100251.CIC,中金造纸包装,CICC,中金公司,其他,,,
100301.CIC,中金工业,CICC,中金公司,其他,,,
100310.CIC,中金建筑与工程,CICC,中金公司,其他,,,
100320.CIC,中金机械,CICC,中金公司,其他,,,
100321.CIC,中金航天航空与国防,CICC,中金公司,其他,,,
100322.CIC,中金造船及港口机械,CICC,中金公司,其他,,,
100323.CIC,中金工程机械,CICC,中金公司,其他,,,
100324.CIC,中金铁路设备,CICC,中金公司,其他,,,
100325.CIC,中金商业汽车及零部件,CICC,中金公司,其他,,,
100330.CIC,中金电气设备,CICC,中金公司,其他,,,
100340.CIC,中金工业综合,CICC,中金公司,其他,,,
100401.CIC,中金交通运输,CICC,中金公司,其他,,,
100411.CIC,中金航空,CICC,中金公司,其他,,,
100412.CIC,中金航运,CICC,中金公司,其他,,,
100413.CIC,中金公路运输,CICC,中金公司,其他,,,
100414.CIC,中金铁路运输,CICC,中金公司,其他,,,
100420.CIC,中金交通基础设施,CICC,中金公司,其他,,,
100421.CIC,中金机场,CICC,中金公司,其他,,,
100422.CIC,中金港口,CICC,中金公司,其他,,,
100501.CIC,中金公用事业,CICC,中金公司,其他,,,
100510.CIC,中金电力,CICC,中金公司,其他,,,
100520.CIC,中金城市公用事业,CICC,中金公司,其他,,,
100601.CIC,中金金融,CICC,中金公司,其他,,,
100610.CIC,中金银行,CICC,中金公司,其他,,,
100611.CIC,中金国有银行,CICC,中金公司,其他,,,
100612.CIC,中金股份制银行,CICC,中金公司,其他,,,
100613.CIC,中金城市商业银行,CICC,中金公司,其他,,,
100620.CIC,中金保险,CICC,中金公司,其他,,,
100630.CIC,中金证券,CICC,中金公司,其他,,,
100701.CIC,中金房地产,CICC,中金公司,其他,,,
100801.CIC,中金通信,CICC,中金公司,其他,,,
100901.CIC,中金科技,CICC,中金公司,其他,,,
100910.CIC,中金软件及服务,CICC,中金公司,其他,,,
100920.CIC,中金技术硬件及设备,CICC,中金公司,其他,,,
100921.CIC,中金通信设备,CICC,中金公司,其他,,,
100930.CIC,中金电子元器件,CICC,中金公司,其他,,,
101001.CIC,中金医疗保健,CICC,中金公司,其他,,,
101101.CIC,中金可选消费,CICC,中金公司,其他,,,
101110.CIC,中金汽车及零部件,CICC,中金公司,其他,,,
101120.CIC,中金家庭耐用消费品,CICC,中金公司,其他,,,
101121.CIC,中金服装,CICC,中金公司,其他,,,
101122.CIC,中金家电及相关,CICC,中金公司,其他,,,
101130.CIC,中金酒店旅游及餐饮,CICC,中金公司,其他,,,
101140.CIC,中金传媒,CICC,中金公司,其他,,,
101150.CIC,中金零售,CICC,中金公司,其他,,,
101201.CIC,中金日常消费,CICC,中金公司,其他,,,
101210.CIC,中金食品饮料,CICC,中金公司,其他,,,
101211.CIC,中金酒类,CICC,中金公司,其他,,,
101220.CIC,中金家庭日用品,CICC,中金公司,其他,,,
101230.CIC,中金农业,CICC,中金公司,其他,,,
105653.MI,MSCI俄罗斯,MSCI,MSCI,规模指数,19941230,100,
105765.MI,MSCI摩洛哥,MSCI,MSCI,规模指数,19941230,100,
105766.MI,MSCI埃及,MSCI,MSCI,规模指数,19941230,100,
105767.MI,MSCI印度尼西亚,MSCI,MSCI,规模指数,19871231,100,
105768.MI,MSCI马来西亚,MSCI,MSCI,规模指数,19871231,100,
105769.MI,MSCI泰国,MSCI,MSCI,规模指数,19871231,100,
105771.MI,MSCI澳大利亚成长,MSCI,MSCI,成长指数,19741231,100,
105772.MI,MSCI澳大利亚价值,MSCI,MSCI,价值指数,19741231,100,
105773.MI,MSCI奥地利成长,MSCI,MSCI,成长指数,19741231,100,
105774.MI,MSCI奥地利价值,MSCI,MSCI,价值指数,19741231,100,
105775.MI,MSCI比利时成长,MSCI,MSCI,成长指数,19741231,100,
105776.MI,MSCI比利时价值,MSCI,MSCI,价值指数,19741231,100,
105777.MI,MSCI加拿大成长,MSCI,MSCI,成长指数,19741231,100,
105778.MI,MSCI加拿大价值,MSCI,MSCI,价值指数,19741231,100,
105779.MI,MSCI丹麦成长,MSCI,MSCI,成长指数,19741231,100,
105780.MI,MSCI丹麦价值,MSCI,MSCI,价值指数,19741231,100,
105783.MI,MSCI芬兰成长,MSCI,MSCI,成长指数,19871231,100,
105784.MI,MSCI芬兰价值,MSCI,MSCI,价值指数,19871231,100,
105785.MI,MSCI法国成长,MSCI,MSCI,成长指数,19741231,100,
105786.MI,MSCI法国价值,MSCI,MSCI,价值指数,19741231,100,
105787.MI,MSCI德国成长,MSCI,MSCI,成长指数,19741231,100,
105788.MI,MSCI德国价值,MSCI,MSCI,价值指数,19741231,100,
105789.MI,MSCI香港成长,MSCI,MSCI,成长指数,19741231,100,
105790.MI,MSCI香港价值,MSCI,MSCI,价值指数,19741231,100,
105791.MI,MSCI爱尔兰成长,MSCI,MSCI,成长指数,19901231,100,
105792.MI,MSCI爱尔兰价值,MSCI,MSCI,价值指数,19901231,100,
105793.MI,MSCI意大利成长,MSCI,MSCI,成长指数,19741231,100,
105794.MI,MSCI意大利价值,MSCI,MSCI,价值指数,19741231,100,
105795.MI,MSCI日本成长,MSCI,MSCI,成长指数,19741231,100,
105796.MI,MSCI日本价值,MSCI,MSCI,价值指数,19741231,100,
105801.MI,MSCI荷兰成长,MSCI,MSCI,成长指数,19741231,100,
105802.MI,MSCI荷兰价值,MSCI,MSCI,价值指数,19741231,100,
105803.MI,MSCI新西兰成长,MSCI,MSCI,成长指数,19871231,100,
105804.MI,MSCI新西兰价值,MSCI,MSCI,价值指数,19871231,100,
105807.MI,MSCI挪威成长,MSCI,MSCI,成长指数,19741231,100,
105808.MI,MSCI挪威价值,MSCI,MSCI,价值指数,19741231,100,
105809.MI,MSCI新加坡成长自由,MSCI,MSCI,规模指数,19871231,100,
105810.MI,MSCI新加坡价值自由,MSCI,MSCI,规模指数,19871231,100,
105811.MI,MSCI新加坡成长,MSCI,MSCI,成长指数,19741231,100,
105812.MI,MSCI新加坡价值,MSCI,MSCI,价值指数,19741231,100,
105813.MI,MSCI西班牙成长,MSCI,MSCI,成长指数,19741231,100,
105814.MI,MSCI西班牙价值,MSCI,MSCI,价值指数,19741231,100,
105817.MI,MSCI瑞典成长,MSCI,MSCI,成长指数,19741231,100,
105818.MI,MSCI瑞典价值,MSCI,MSCI,价值指数,19741231,100,
105821.MI,MSCI瑞士成长,MSCI,MSCI,成长指数,19741231,100,
105822.MI,MSCI瑞士价值,MSCI,MSCI,价值指数,19741231,100,
105823.MI,MSCI英国成长,MSCI,MSCI,成长指数,19741231,100,
105824.MI,MSCI英国价值,MSCI,MSCI,价值指数,19741231,100,
105825.MI,MSCI美国成长,MSCI,MSCI,成长指数,19741231,100,
105826.MI,MSCI美国价值,MSCI,MSCI,价值指数,19741231,100,
105827.MI,MSCI欧澳远东+加拿大成长,MSCI,MSCI,成长指数,19741231,100,
105828.MI,MSCI欧澳远东+加拿大价值,MSCI,MSCI,价值指数,19741231,100,
105829.MI,MSCI欧澳远东(除英国)成长,MSCI,MSCI,成长指数,19741231,100,
105830.MI,MSCI欧澳远东(除英国)价值,MSCI,MSCI,价值指数,19741231,100,
105831.MI,MSCI欧澳远东成长自由,MSCI,MSCI,规模指数,19871231,100,
105832.MI,MSCI欧澳远东价值自由,MSCI,MSCI,规模指数,19871231,100,
105833.MI,MSCI欧澳远东成长,MSCI,MSCI,成长指数,19741231,100,
105834.MI,MSCI欧澳远东价值,MSCI,MSCI,价值指数,19741231,100,
105835.MI,MSCI欧澳远东(除日本)成长,MSCI,MSCI,成长指数,19741231,100,
105836.MI,MSCI欧澳远东(除日本)价值,MSCI,MSCI,价值指数,19741231,100,
105837.MI,MSCI欧洲(除英国)成长,MSCI,MSCI,成长指数,19741231,100,
105838.MI,MSCI欧洲(除英国)价值,MSCI,MSCI,价值指数,19741231,100,
105843.MI,MSCI欧洲成长,MSCI,MSCI,成长指数,19741231,100,
105844.MI,MSCI欧洲价值,MSCI,MSCI,价值指数,19741231,100,
105845.MI,MSCI远东成长自由,MSCI,MSCI,规模指数,19871231,100,
105846.MI,MSCI远东价值自由,MSCI,MSCI,规模指数,19871231,100,
105847.MI,MSCI远东成长,MSCI,MSCI,成长指数,19741231,100,
105848.MI,MSCI远东价值,MSCI,MSCI,价值指数,19741231,100,
105849.MI,MSCIKOKUSAI成长,MSCI,MSCI,成长指数,19741231,100,
105850.MI,MSCIKOKUSAI价值,MSCI,MSCI,价值指数,19741231,100,
105853.MI,MSCI北欧国家成长,MSCI,MSCI,成长指数,19741231,100,
105854.MI,MSCI北欧价值,MSCI,MSCI,价值指数,19741231,100,
105855.MI,MSCI北美成长,MSCI,MSCI,成长指数,19741231,100,
105856.MI,MSCI北美价值,MSCI,MSCI,价值指数,19741231,100,
105857.MI,MSCI太平洋地区(除日本)成长,MSCI,MSCI,成长指数,19741231,100,
105858.MI,MSCI太平洋地区(除日本)价值,MSCI,MSCI,价值指数,19741231,100,
105859.MI,MSCI太平洋地区(除日本)成长自由,MSCI,MSCI,规模指数,19871231,100,
105860.MI,MSCI太平洋地区(除日本)价值自由,MSCI,MSCI,规模指数,19871231,100,
105861.MI,MSCI太平洋地区成长自由,MSCI,MSCI,规模指数,19871231,100,
105862.MI,MSCI太平洋地区价值自由,MSCI,MSCI,规模指数,19871231,100,
105863.MI,MSCI太平洋地区成长,MSCI,MSCI,成长指数,19741231,100,
105864.MI,MSCI太平洋地区价值,MSCI,MSCI,价值指数,19741231,100,
105865.MI,MSCI发达市场成长自由,MSCI,MSCI,规模指数,19871231,100,
105866.MI,MSCI发达市场价值自由,MSCI,MSCI,规模指数,19871231,100,
105867.MI,MSCI发达市场成长,MSCI,MSCI,成长指数,19741231,100,
105868.MI,MSCI发达市场价值,MSCI,MSCI,价值指数,19741231,100,
105869.MI,MSCI发达市场(除澳)成长,MSCI,MSCI,成长指数,19741231,100,
